"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"381","x","y","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","s","p"
"382","x","s","w","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","e"
"383","x","y","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"386","x","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","p"
"387","x","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","e"
"389","b","y","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"390","x","s","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"391","b","s","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"392","x","s","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"393","b","y","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"394","x","f","g","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","e"
"395","f","y","n","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","e"
"396","x","f","g","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","e"
"397","x","s","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"398","x","y","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"399","x","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","e"
"400","x","s","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","s","p"
"401","b","y","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"403","x","y","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","p"
"404","b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"405","x","s","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"406","x","y","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"407","b","y","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"408","x","s","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"409","x","s","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"410","x","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","e"
"411","x","s","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"412","x","s","n","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","s","e"
"414","x","y","y","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","e"
"415","x","y","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","p"
"416","b","y","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"417","x","f","w","t","l","f","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","e"
"420","f","f","g","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","e"
"421","x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"424","f","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","e"
"425","x","s","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"426","x","s","w","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"427","f","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","e"
"428","b","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"429","x","s","w","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","k","a","e"
"431","x","y","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"432","x","y","y","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","e"
"434","b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"435","f","s","w","t","l","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"436","b","s","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"437","x","f","y","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"439","b","y","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"440","x","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","e"
"441","x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"443","x","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","e"
"444","x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"445","x","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"448","f","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"449","b","s","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"450","x","f","n","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","n","y","e"
"452","b","s","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"453","b","s","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"454","x","f","y","t","l","f","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","e"
"455","b","s","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"457","b","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"459","f","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","e"
"461","x","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"462","f","y","y","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","e"
"463","b","s","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"464","x","y","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"465","x","f","n","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","e"
"466","f","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","e"
"468","x","s","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"471","x","y","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"472","x","y","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"473","f","f","w","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"474","s","f","g","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","y","e"
"476","f","f","g","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","y","e"
"480","b","y","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"481","b","y","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"482","b","y","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"483","f","s","w","t","l","f","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","e"
"484","f","f","g","f","n","f","c","n","g","e","e","s","s","w","w","p","w","o","p","k","y","e"
"485","f","s","w","t","a","f","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","e"
"486","f","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","e"
"487","x","y","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"489","x","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"490","x","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"491","f","f","y","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"492","f","s","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","s","p"
"493","x","s","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","p"
"494","f","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","s","e"
"495","x","y","y","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","e"
"496","b","s","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"499","x","y","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"500","b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"502","b","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"503","x","s","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"504","b","s","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"505","b","y","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"506","x","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","p"
"507","x","s","g","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","n","s","e"
"509","x","f","w","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"510","f","f","g","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","e"
"511","f","f","n","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","y","e"
"512","b","y","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"513","x","f","w","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"514","s","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","e"
"515","x","f","n","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","e"
"517","x","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","e"
"518","b","s","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"520","x","y","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"521","x","s","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"522","b","s","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"523","f","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","e"
"525","f","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","y","e"
"526","b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"528","x","s","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"529","x","f","n","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","y","e"
"530","f","y","y","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","e"
"532","x","s","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"536","x","f","w","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","k","s","e"
"537","b","y","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"538","s","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","e"
"539","x","y","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"540","f","s","w","t","a","f","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","e"
"541","x","s","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"542","f","f","g","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","s","e"
"543","x","y","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","p"
"544","x","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","e"
"545","f","f","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","e"
"546","x","s","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"547","b","y","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"549","x","f","y","t","l","f","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","e"
"550","x","s","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"551","f","f","n","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","y","e"
"552","x","f","g","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","e"
"553","x","y","y","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","e"
"555","x","s","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"556","f","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","e"
"557","x","y","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","p"
"559","x","s","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"562","x","s","y","t","a","f","w","n","w","t","b","s","s","w","w","p","w","o","p","u","v","e"
"564","x","f","w","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","k","s","e"
"565","b","s","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"566","x","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","v","p"
"567","x","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"568","f","s","g","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","k","s","e"
"570","b","y","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"571","x","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"572","f","f","y","t","l","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"576","x","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"577","x","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","e"
"578","x","s","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"580","x","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","p"
"581","x","s","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"582","x","s","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"584","x","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","e"
"585","f","y","y","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","e"
"586","x","y","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"588","f","f","n","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","y","e"
"589","s","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","e"
"590","x","y","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"592","x","s","g","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","e"
"593","x","y","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"594","x","y","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","s","p"
"596","x","s","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","p"
"597","b","s","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"599","x","y","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","s","p"
"600","x","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","p"
"602","x","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","e"
"604","f","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","e"
"605","b","y","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"607","x","s","g","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","e"
"608","f","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","e"
"609","x","s","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"610","f","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","e"
"612","x","f","g","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","e"
"613","f","s","w","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","e"
"616","b","s","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"617","f","f","g","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","k","a","e"
"618","b","y","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"619","b","s","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"620","s","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","y","e"
"621","f","y","y","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","e"
"622","b","s","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"624","f","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"625","f","f","g","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","y","e"
"626","x","s","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"628","s","f","g","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","y","e"
"629","b","y","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"631","f","f","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","e"
"632","b","y","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"633","x","f","n","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","e"
"634","x","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"635","x","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","s","e"
